Sr No,Payer,Dealer Name,Product,Invoice No,Invoice Date,Invoice Amount,Discounting Date,RM/ASE/ASM,Region,Rec, Gross Collection , Balance O/s ,Collection Date,Due Date,Usance till Collection Days,Discounting Tenure,Rate,Disc Chrges for Discouting Tenure,Early Collection Days,Collection Incentive on Amount Received,Net Amount Received
4819,1102470,SEHGAL WHEELS PVT LTD,CVBU17,800801264,30 Jul 17," 2,90,763 ",31-Jul-17,Himanshu Sood,WEST,Rec," 2,90,763 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"3,602.68", (5), (400.30)," 2,91,163.58 "
4820,1102470,SEHGAL WHEELS PVT LTD,CVBU17,800801265,30 Jul 17," 2,90,763 ",31-Jul-17,Himanshu Sood,WEST,Rec," 2,90,763 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"3,602.68", (5), (400.30)," 2,91,163.58 "
4821,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,800801330,31 Jul 17," 2,90,764 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 2,90,764 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"3,602.68", (5), (400.30)," 2,91,164.09 "
4822,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,800801331,31 Jul 17," 2,90,764 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 2,90,764 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"3,602.68", (5), (400.30)," 2,91,164.09 "
4823,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,800801332,31 Jul 17," 2,90,764 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 2,90,764 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"3,602.68", (5), (400.30)," 2,91,164.09 "
4824,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,800801609,31 Jul 17," 2,90,764 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 2,90,764 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"3,602.68", (5), (400.30)," 2,91,164.09 "
4825,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,800801610,31 Jul 17," 2,90,764 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 2,90,764 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"3,602.68", (5), (400.30)," 2,91,164.09 "
4826,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,800801611,31 Jul 17," 2,90,764 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 2,90,764 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"3,602.68", (5), (400.30)," 2,91,164.09 "
4827,1106520,LMJ AUTO PVT LTD,CVBU17,922714383,28 Jul 17," 3,29,357 ",31-Jul-17,Sunil Manwani,EAST,Rec," 3,29,357 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,080.87", (5), (453.43)," 3,29,810.23 "
4828,1102880,SREE KARPAGAMOORTHY AUTOMOBILES,CVBU17,709462644,31 Jul 17," 3,61,750 ",31-Jul-17,Ganesh R,SOUTH,Rec," 3,61,750 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,482.23", (5), (498.03)," 3,62,248.06 "
4829,1102470,SEHGAL WHEELS PVT LTD,CVBU17,709461881,30 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4830,1102470,SEHGAL WHEELS PVT LTD,CVBU17,709461882,30 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4831,1102470,SEHGAL WHEELS PVT LTD,CVBU17,709461883,30 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4832,1102470,SEHGAL WHEELS PVT LTD,CVBU17,709461884,30 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4833,1102470,SEHGAL WHEELS PVT LTD,CVBU17,709462086,31 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4834,1102880,SREE KARPAGAMOORTHY AUTOMOBILES,CVBU17,709462648,31 Jul 17," 3,84,573 ",31-Jul-17,Ganesh R,SOUTH,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4835,1102880,SREE KARPAGAMOORTHY AUTOMOBILES,CVBU17,709462651,31 Jul 17," 3,84,573 ",31-Jul-17,Ganesh R,SOUTH,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4836,1102880,SREE KARPAGAMOORTHY AUTOMOBILES,CVBU17,709462652,31 Jul 17," 3,84,573 ",31-Jul-17,Ganesh R,SOUTH,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4837,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,709462013,31 Jul 17," 3,84,573 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4838,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,709462014,31 Jul 17," 3,84,573 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4839,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,709462015,31 Jul 17," 3,84,573 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4840,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,709462016,31 Jul 17," 3,84,573 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4841,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,709462639,31 Jul 17," 3,84,573 ",31-Jul-17,prashant kumar ,EAST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4842,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459235,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4843,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459236,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4844,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459237,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4845,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459238,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4846,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459240,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4847,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459241,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4848,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459242,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4849,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459243,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4850,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459244,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4851,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459245,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4852,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459246,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4853,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459362,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4854,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459363,27 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4855,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459779,28 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4856,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459780,28 Jul 17," 3,84,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,84,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,765.02", (5), (529.45)," 3,85,102.54 "
4857,1102470,SEHGAL WHEELS PVT LTD,CVBU17,709462125,31 Jul 17," 3,98,017 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,98,017 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,931.60", (5), (547.96)," 3,98,565.34 "
4858,1102470,SEHGAL WHEELS PVT LTD,CVBU17,709462127,31 Jul 17," 3,98,017 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,98,017 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,931.60", (5), (547.96)," 3,98,565.34 "
4859,1102470,SEHGAL WHEELS PVT LTD,CVBU17,709462129,31 Jul 17," 3,98,017 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,98,017 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,931.60", (5), (547.96)," 3,98,565.34 "
4860,1102470,SEHGAL WHEELS PVT LTD,CVBU17,709462130,31 Jul 17," 3,98,017 ",31-Jul-17,Himanshu Sood,WEST,Rec," 3,98,017 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,931.60", (5), (547.96)," 3,98,565.34 "
4861,1102880,SREE KARPAGAMOORTHY AUTOMOBILES,CVBU17,709462635,31 Jul 17," 3,99,351 ",31-Jul-17,Ganesh R,SOUTH,Rec," 3,99,351 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,948.12", (5), (549.79)," 3,99,900.83 "
4862,1102880,SREE KARPAGAMOORTHY AUTOMOBILES,CVBU17,709462636,31 Jul 17," 3,99,351 ",31-Jul-17,Ganesh R,SOUTH,Rec," 3,99,351 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,948.12", (5), (549.79)," 3,99,900.83 "
4863,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,709462642,31 Jul 17," 3,99,351 ",31-Jul-17,prashant kumar ,EAST,Rec," 3,99,351 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"4,948.12", (5), (549.79)," 3,99,900.83 "
4864,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459364,27 Jul 17," 4,09,816 ",31-Jul-17,Himanshu Sood,WEST,Rec," 4,09,816 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,077.79", (5), (564.20)," 4,10,380.59 "
4865,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459365,27 Jul 17," 4,09,816 ",31-Jul-17,Himanshu Sood,WEST,Rec," 4,09,816 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,077.79", (5), (564.20)," 4,10,380.59 "
4866,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459366,27 Jul 17," 4,09,816 ",31-Jul-17,Himanshu Sood,WEST,Rec," 4,09,816 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,077.79", (5), (564.20)," 4,10,380.59 "
4867,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459367,27 Jul 17," 4,09,816 ",31-Jul-17,Himanshu Sood,WEST,Rec," 4,09,816 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,077.79", (5), (564.20)," 4,10,380.59 "
4868,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,709462143,31 Jul 17," 4,27,573 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4869,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,709462144,31 Jul 17," 4,27,573 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4870,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,709462145,31 Jul 17," 4,27,573 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4871,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,709462147,31 Jul 17," 4,27,573 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4872,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,709462669,31 Jul 17," 4,27,573 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4873,1106520,LMJ AUTO PVT LTD,CVBU17,709460010,28 Jul 17," 4,27,573 ",31-Jul-17,Sunil Manwani,EAST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4874,1106520,LMJ AUTO PVT LTD,CVBU17,709460012,28 Jul 17," 4,27,573 ",31-Jul-17,Sunil Manwani,EAST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4875,1106520,LMJ AUTO PVT LTD,CVBU17,709460014,28 Jul 17," 4,27,573 ",31-Jul-17,Sunil Manwani,EAST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4876,1106520,LMJ AUTO PVT LTD,CVBU17,709460017,28 Jul 17," 4,27,573 ",31-Jul-17,Sunil Manwani,EAST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4877,1108060,KRISHNA AUTOWHEELS PVT LTD,CVBU17,709461814,30 Jul 17," 4,27,573 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4878,1108060,KRISHNA AUTOWHEELS PVT LTD,CVBU17,709461815,30 Jul 17," 4,27,573 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4879,1108060,KRISHNA AUTOWHEELS PVT LTD,CVBU17,709461816,30 Jul 17," 4,27,573 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4880,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459368,27 Jul 17," 4,27,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4881,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459369,27 Jul 17," 4,27,573 ",31-Jul-17,Himanshu Sood,WEST,Rec," 4,27,573 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,297.81", (5), (588.65)," 4,28,161.76 "
4882,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,709462609,31 Jul 17," 4,57,102 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,57,102 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,663.68", (5), (629.30)," 4,57,731.03 "
4883,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459232,27 Jul 17," 4,58,656 ",31-Jul-17,Himanshu Sood,WEST,Rec," 4,58,656 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,682.93", (5), (631.44)," 4,59,287.09 "
4884,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459233,27 Jul 17," 4,58,656 ",31-Jul-17,Himanshu Sood,WEST,Rec," 4,58,656 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,682.93", (5), (631.44)," 4,59,287.09 "
4885,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459234,27 Jul 17," 4,58,656 ",31-Jul-17,Himanshu Sood,WEST,Rec," 4,58,656 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,682.93", (5), (631.44)," 4,59,287.09 "
4886,1109530,CHAVAN AUTO WHEELS PVT LTD,CVBU17,709459239,27 Jul 17," 4,58,656 ",31-Jul-17,Himanshu Sood,WEST,Rec," 4,58,656 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,682.93", (5), (631.44)," 4,59,287.09 "
4887,1108060,KRISHNA AUTOWHEELS PVT LTD,CVBU17,709461920,31 Jul 17," 4,58,691 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,58,691 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,683.37", (5), (631.49)," 4,59,322.23 "
4888,1108060,KRISHNA AUTOWHEELS PVT LTD,CVBU17,709462097,31 Jul 17," 4,58,691 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,58,691 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,683.37", (5), (631.49)," 4,59,322.23 "
4889,1108060,KRISHNA AUTOWHEELS PVT LTD,CVBU17,709462706,31 Jul 17," 4,58,691 ",31-Jul-17,prashant kumar ,EAST,Rec," 4,58,691 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,683.37", (5), (631.49)," 4,59,322.23 "
4890,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,709462017,31 Jul 17," 4,58,921 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,58,921 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,686.21", (5), (631.80)," 4,59,552.41 "
4891,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,709462018,31 Jul 17," 4,58,921 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,58,921 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,686.21", (5), (631.80)," 4,59,552.41 "
4892,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,709462019,31 Jul 17," 4,58,921 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,58,921 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,686.21", (5), (631.80)," 4,59,552.41 "
4893,1102950,MANICKBAG AUTOMOBILES PVT LTD,CVBU17,709462020,31 Jul 17," 4,58,921 ",31-Jul-17,Manjunatha Balaraju,SOUTH,Rec," 4,58,921 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,686.21", (5), (631.80)," 4,59,552.41 "
4894,1102880,SREE KARPAGAMOORTHY AUTOMOBILES,CVBU17,709462637,31 Jul 17," 4,61,833 ",31-Jul-17,Ganesh R,SOUTH,Rec," 4,61,833 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"5,722.30", (5), (635.81)," 4,62,468.42 "
4895,1102140,OSL AUTOMOTIVES PVT LTD,CVBU17,986056696,31 Jul 17," 5,67,720 ",31-Jul-17,ABHISHEK JAISWAL,EAST,Rec," 5,67,720 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,034.28", (5), (781.59)," 5,68,501.27 "
4896,1102400,JAIKA MOTORS LTD,CVBU17,903453479,31 Jul 17," 5,74,226 ",31-Jul-17,Sanket Agarawal,WEST,Rec," 5,74,226 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,114.90", (5), (790.54)," 5,75,016.46 "
4897,1108060,KRISHNA AUTOWHEELS PVT LTD,CVBU17,924301044,30 Jul 17," 5,74,226 ",31-Jul-17,prashant kumar ,EAST,Rec," 5,74,226 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,114.90", (5), (790.54)," 5,75,016.46 "
4898,1102350,MAURYA MOTORS LTD,CVBU17,903451855,29 Jul 17," 5,83,391 ",31-Jul-17,prashant kumar ,EAST,Rec," 5,83,391 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,228.45", (5), (803.16)," 5,84,193.88 "
4899,1102350,MAURYA MOTORS LTD,CVBU17,903451856,29 Jul 17," 5,83,391 ",31-Jul-17,prashant kumar ,EAST,Rec," 5,83,391 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,228.45", (5), (803.16)," 5,84,193.88 "
4900,1102350,MAURYA MOTORS LTD,CVBU17,903451857,29 Jul 17," 5,83,391 ",31-Jul-17,prashant kumar ,EAST,Rec," 5,83,391 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,228.45", (5), (803.16)," 5,84,193.88 "
4901,1102350,MAURYA MOTORS LTD,CVBU17,903451858,29 Jul 17," 5,83,391 ",31-Jul-17,prashant kumar ,EAST,Rec," 5,83,391 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,228.45", (5), (803.16)," 5,84,193.88 "
4902,1106520,LMJ AUTO PVT LTD,CVBU17,903451015,27 Jul 17," 6,06,126 ",31-Jul-17,Sunil Manwani,EAST,Rec," 6,06,126 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,510.15", (5), (834.46)," 6,06,960.54 "
4903,1106520,LMJ AUTO PVT LTD,CVBU17,903451016,27 Jul 17," 6,06,126 ",31-Jul-17,Sunil Manwani,EAST,Rec," 6,06,126 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,510.15", (5), (834.46)," 6,06,960.54 "
4904,1106520,LMJ AUTO PVT LTD,CVBU17,903451017,27 Jul 17," 6,06,126 ",31-Jul-17,Sunil Manwani,EAST,Rec," 6,06,126 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,510.15", (5), (834.46)," 6,06,960.54 "
4905,1106520,LMJ AUTO PVT LTD,CVBU17,903451018,27 Jul 17," 6,06,126 ",31-Jul-17,Sunil Manwani,EAST,Rec," 6,06,126 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,510.15", (5), (834.46)," 6,06,960.54 "
4906,1103470,GAJRAJ VAHAN PVT LTD,CVBU17,903452552,31 Jul 17," 6,10,680 ",31-Jul-17,prashant kumar ,EAST,Rec," 6,10,680 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,566.58", (5), (840.73)," 6,11,521.05 "
4907,1102140,OSL AUTOMOTIVES PVT LTD,CVBU17,986056591,28 Jul 17," 6,43,279 ",31-Jul-17,ABHISHEK JAISWAL,EAST,Rec," 6,43,279 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,970.50", (5), (885.61)," 6,44,164.97 "
4908,1102140,OSL AUTOMOTIVES PVT LTD,CVBU17,986056592,28 Jul 17," 6,43,279 ",31-Jul-17,ABHISHEK JAISWAL,EAST,Rec," 6,43,279 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,970.50", (5), (885.61)," 6,44,164.97 "
4909,1102140,OSL AUTOMOTIVES PVT LTD,CVBU17,986056593,28 Jul 17," 6,43,279 ",31-Jul-17,ABHISHEK JAISWAL,EAST,Rec," 6,43,279 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,970.50", (5), (885.61)," 6,44,164.97 "
4910,1102140,OSL AUTOMOTIVES PVT LTD,CVBU17,986056631,30 Jul 17," 6,43,279 ",31-Jul-17,ABHISHEK JAISWAL,EAST,Rec," 6,43,279 ", -   ,19-Sep-17,14-Sep-17, 50 , 45 ,10.05%,"7,970.50", (5), (885.61)," 6,44,164.97 "
